name,city,country,IATA,,lat,long,x,y,z,region,type
Salt Lake City International Airport,Salt Lake City,United States,SLC,KSLC,40.7883987426758,-111.977996826172,4227,-7,A,America/Denver,airport
Childress Municipal Airport,Childress,United States,CDS,KCDS,34.4337997437,-100.288002014,1954,-6,A,America/Chicago,airport
Keesler Air Force Base,Biloxi,United States,BIX,KBIX,30.4104003906,-88.9244003296,33,-6,A,America/Chicago,airport
Lawson Army Air Field (Fort Benning),Fort Benning,United States,LSF,KLSF,32.3372993469,-84.9913024902,232,-5,A,America/New_York,airport
Marshall Army Air Field,Fort Riley,United States,FRI,KFRI,39.05530167,-96.76450348,1065,-6,A,America/Chicago,airport
Harrisburg International Airport,Harrisburg,United States,MDT,KMDT,40.1935005188,-76.7633972168,310,-5,A,America/New_York,airport
Lincoln Airport,Lincoln,United States,LNK,KLNK,40.851001739502,-96.7592010498047,1219,-6,A,America/Chicago,airport
Capital City Airport,Lansing,United States,LAN,KLAN,42.7787017822266,-84.58740234375,861,-5,A,America/New_York,airport
Waimea Kohala Airport,Kamuela,United States,MUE,PHMU,20.0013008117676,-155.667999267578,2671,-10,A,Pacific/Honolulu,airport
Massena International Richards Field,Massena,United States,MSS,KMSS,44.9357986450195,-74.8455963134766,215,-5,A,America/New_York,airport
Hickory Regional Airport,Hickory,United States,HKY,KHKY,35.74110031,-81.38950348,1190,-5,A,America/New_York,airport
Albert Whitted Airport,St. Petersburg,United States,SPG,KSPG,27.765100479126,-82.6269989013672,7,-5,A,America/New_York,airport
Page Field,Fort Myers,United States,FMY,KFMY,26.58659935,-81.8632965088,17,-5,A,America/New_York,airport
George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.9843997955322,-95.3414001464844,97,-6,A,America/Chicago,airport
Millinocket Municipal Airport,Millinocket,United States,MLT,KMLT,45.6478004455566,-68.6856002807617,408,-5,A,America/New_York,airport
Andrews Air Force Base,Camp Springs,United States,ADW,KADW,38.810798645,-76.8669967651,280,-5,A,America/New_York,airport
Smith Reynolds Airport,Winston-salem,United States,INT,KINT,36.1337013244629,-80.2220001220703,969,-5,A,America/New_York,airport
Southern California Logistics Airport,Victorville,United States,VCV,KVCV,34.5974998474,-117.383003235,2885,-8,A,America/Los_Angeles,airport
Bob Sikes Airport,Crestview,United States,CEW,KCEW,30.778799057,-86.522102356,213,-6,A,America/Chicago,airport
Wheeler Sack Army Air Field,Fort Drum,United States,GTB,KGTB,44.05559921,-75.71949768,688,-5,A,America/New_York,airport
St Clair County International Airport,Port Huron,United States,PHN,KPHN,42.9109993,-82.52890015,650,-5,A,America/New_York,airport
Meadows Field,Bakersfield,United States,BFL,KBFL,35.43360138,-119.0569992,510,-8,A,America/Los_Angeles,airport
El Paso International Airport,El Paso,United States,ELP,KELP,31.80719948,-106.3779984,3959,-7,A,America/Denver,airport
Valley International Airport,Harlingen,United States,HRL,KHRL,26.2285003662109,-97.6544036865234,36,-6,A,America/Chicago,airport
Columbia Metropolitan Airport,Columbia,United States,CAE,KCAE,33.9388008117676,-81.119499206543,236,-5,A,America/New_York,airport
Davis Monthan Air Force Base,Tucson,United States,DMA,KDMA,32.1665000916,-110.883003235,2704,-7,A,America/Phoenix,airport
Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,United States,NPA,KNPA,30.35269928,-87.31860352,28,-6,A,America/Chicago,airport
Pensacola Regional Airport,Pensacola,United States,PNS,KPNS,30.473400115967,-87.186599731445,121,-6,A,America/Chicago,airport
Grand Forks Air Force Base,Red River,United States,RDR,KRDR,47.961101532,-97.4011993408,913,-6,A,America/Chicago,airport
William P Hobby Airport,Houston,United States,HOU,KHOU,29.64539909,-95.27890015,46,-6,A,America/Chicago,airport
Buckley Air Force Base,Buckley,United States,BKF,KBKF,39.7016983032,-104.751998901,5662,-7,A,America/Denver,airport
Northway Airport,Northway,United States,ORT,PAOR,62.9612999,-141.9290009,1715,-9,A,America/Anchorage,airport
Palmer Municipal Airport,Palmer,United States,PAQ,PAAQ,61.594898223877,-149.089004516602,242,-9,A,America/Anchorage,airport
Pittsburgh International Airport,Pittsburgh,United States,PIT,KPIT,40.49150085,-80.23290253,1203,-5,A,America/New_York,airport
Wiley Post Will Rogers Memorial Airport,Barrow,United States,BRW,PABR,71.285402,-156.766008,44,-9,A,America/Anchorage,airport
Ellington Airport,Houston,United States,EFD,KEFD,29.6072998047,-95.1587982178,32,-6,A,America/Chicago,airport
Whidbey Island Naval Air Station /Ault Field/ Airport,Whidbey Island,United States,NUW,KNUW,48.35179901,-122.6559982,47,-8,A,America/Los_Angeles,airport
Alice International Airport,Alice,United States,ALI,KALI,27.7409000397,-98.0269012451,178,-6,A,America/Chicago,airport
Moody Air Force Base,Valdosta,United States,VAD,KVAD,30.9678001404,-83.1930007935,233,-5,A,America/New_York,airport
Miami International Airport,Miami,United States,MIA,KMIA,25.7931995391846,-80.2906036376953,8,-5,A,America/New_York,airport
Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.4490013122559,-122.30899810791,433,-8,A,America/Los_Angeles,airport
Lovell Field,Chattanooga,United States,CHA,KCHA,35.0353012084961,-85.2037963867187,683,-5,A,America/New_York,airport
Igor I Sikorsky Memorial Airport,Stratford,United States,BDR,KBDR,41.163501739502,-73.1261978149414,9,-5,A,America/New_York,airport
Jackson-Medgar Wiley Evers International Airport,Jackson,United States,JAN,KJAN,32.3111991882,-90.0758972168,346,-6,A,America/Chicago,airport
Scholes International At Galveston Airport,Galveston,United States,GLS,KGLS,29.2653007507324,-94.8603973388672,6,-6,A,America/Chicago,airport
Long Beach /Daugherty Field/ Airport,Long Beach,United States,LGB,KLGB,33.81769943,-118.1520004,60,-8,A,America/Los_Angeles,airport
Dillingham Airfield,Dillingham,United States,HDH,PHDH,21.5795001984,-158.197006226,14,-10,A,Pacific/Honolulu,airport
Williamsport Regional Airport,Williamsport,United States,IPT,KIPT,41.2417984008789,-76.9210968017578,529,-5,A,America/New_York,airport
Indianapolis International Airport,Indianapolis,United States,IND,KIND,39.7173,-86.294403,797,-5,A,America/New_York,airport
Whiteman Air Force Base,Knobnoster,United States,SZL,KSZL,38.73030090332,-93.547897338867,870,-6,A,America/Chicago,airport
Akron Fulton International Airport,Akron,United States,AKC,KAKR,41.0374984741,-81.4669036865,1067,-5,A,America/New_York,airport
Greenwood–Leflore Airport,Greenwood,United States,GWO,KGWO,33.4943008423,-90.0847015381,162,-6,A,America/Chicago,airport
Westchester County Airport,White Plains,United States,HPN,KHPN,41.0670013427734,-73.7076034545899,439,-5,A,America/New_York,airport
Francis S Gabreski Airport,West Hampton Beach,United States,FOK,KFOK,40.8437004089,-72.6317977905,67,-5,A,America/New_York,airport
Jonesboro Municipal Airport,Jonesboro,United States,JBR,KJBR,35.8316993713379,-90.6464004516602,262,-6,A,America/Chicago,airport
Tonopah Test Range Airport,Tonopah,United States,\N,KTNX,37.7988014221,-116.78099823,5549,-8,A,America/Los_Angeles,airport
Palm Beach County Park Airport,West Palm Beach,United States,LNA,KLNA,26.59300041,-80.08509827,14,-5,A,America/New_York,airport
North Island Naval Air Station-Halsey Field,San Diego,United States,NZY,KNZY,32.69919968,-117.2149963,26,-8,A,America/Los_Angeles,airport
Biggs Army Air Field (Fort Bliss),El Paso,United States,BIF,KBIF,31.84950066,-106.3799973,3946,-7,A,America/Denver,airport
Yuma MCAS/Yuma International Airport,Yuma,United States,YUM,KNYL,32.65660095,-114.6060028,213,-7,N,America/Phoenix,airport
Cavern City Air Terminal,Carlsbad,United States,CNM,KCNM,32.3375015258789,-104.263000488281,3295,-7,A,America/Denver,airport
Duluth International Airport,Duluth,United States,DLH,KDLH,46.8420982361,-92.1936035156,1428,-6,A,America/Chicago,airport
Bethel Airport,Bethel,United States,BET,PABE,60.77980042,-161.8379974,126,-9,A,America/Anchorage,airport
Bowman Field,Louisville,United States,LOU,KLOU,38.2280006409,-85.6636962891,546,-5,A,America/New_York,airport
Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,United States,FHU,KFHU,31.5884990692139,-110.34400177002,4719,-7,A,America/Phoenix,airport
Lihue Airport,Lihue,United States,LIH,PHLI,21.9759998321533,-159.339004516602,153,-10,N,Pacific/Honolulu,airport
Terre Haute International Hulman Field,Terre Haute,United States,HUF,KHUF,39.4514999389648,-87.3076019287109,589,-5,A,America/New_York,airport
Havre City County Airport,Havre,United States,HVR,KHVR,48.54299927,-109.762001,2591,-7,A,America/Denver,airport
Grant County International Airport,Grant County Airport,United States,MWH,KMWH,47.20769882,-119.3199997,1189,-8,A,America/Los_Angeles,airport
Edward F Knapp State Airport,Montpelier,United States,MPV,KMPV,44.20349884,-72.56230164,1166,-5,A,America/New_York,airport
San Nicolas Island Nolf Airport,San Nicolas Island,United States,\N,KNSI,33.2397994995117,-119.458000183105,506,-8,A,America/Los_Angeles,airport
Richmond International Airport,Richmond,United States,RIC,KRIC,37.505199432373,-77.3197021484375,167,-5,A,America/New_York,airport
Shreveport Regional Airport,Shreveport,United States,SHV,KSHV,32.4466018676758,-93.8255996704102,258,-6,A,America/Chicago,airport
Merle K (Mudhole) Smith Airport,Cordova,United States,CDV,PACV,60.4917984,-145.4779968,54,-9,A,America/Anchorage,airport
Norfolk International Airport,Norfolk,United States,ORF,KORF,36.8945999145508,-76.2012023925781,26,-5,A,America/New_York,airport
Southeast Texas Regional Airport,Beaumont,United States,BPT,KBPT,29.9507999420166,-94.0206985473633,15,-6,A,America/Chicago,airport
Savannah Hilton Head International Airport,Savannah,United States,SAV,KSAV,32.12760162,-81.20210266,50,-5,A,America/New_York,airport
Hill Air Force Base,Ogden,United States,HIF,KHIF,41.12403,-111.973086,4789,-7,A,America/Denver,airport
Nome Airport,Nome,United States,OME,PAOM,64.5121994018555,-165.445007324219,37,-9,A,America/Anchorage,airport
Scappoose Industrial Airpark,San Luis,United States,\N,KSPB,45.7709999084473,-122.861999511719,58,-8,A,America/Los_Angeles,airport
St Petersburg Clearwater International Airport,St. Petersburg,United States,PIE,KPIE,27.91020012,-82.68740082,11,-5,A,America/New_York,airport
Menominee Marinette Twin County Airport,Macon,United States,MNM,KMNM,45.1267013549805,-87.6383972167969,625,-6,A,America/Chicago,airport
Lone Star Executive Airport,Conroe,United States,CXO,KCXO,30.3518009186,-95.4144973755,245,-6,A,America/Chicago,airport
Deadhorse Airport,Deadhorse,United States,SCC,PASC,70.19470215,-148.4649963,65,-9,A,America/Anchorage,airport
San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.5337009429932,-98.4698028564453,809,-6,A,America/Chicago,airport
Greater Rochester International Airport,Rochester,United States,ROC,KROC,43.1189002990723,-77.6724014282227,559,-5,A,America/New_York,airport
Patrick Air Force Base,Coco Beach,United States,COF,KCOF,28.2348995209,-80.6100997925,8,-5,A,America/New_York,airport
Teterboro Airport,Teterboro,United States,TEB,KTEB,40.8501014709,-74.060798645,9,-5,A,America/New_York,airport
Ellsworth Air Force Base,Rapid City,United States,RCA,KRCA,44.14500046,-103.1039963,3276,-7,A,America/Denver,airport
Raleigh Durham International Airport,Raleigh-durham,United States,RDU,KRDU,35.8776016235352,-78.7874984741211,435,-5,A,America/New_York,airport
James M Cox Dayton International Airport,Dayton,United States,DAY,KDAY,39.902400970459,-84.2193984985352,1009,-5,A,America/New_York,airport
Kenai Municipal Airport,Kenai,United States,ENA,PAEN,60.5731010437012,-151.244995117188,99,-9,A,America/Anchorage,airport
Mc Alester Regional Airport,Mcalester,United States,MLC,KMLC,34.88240051,-95.78350067,770,-6,A,America/Chicago,airport
Niagara Falls International Airport,Niagara Falls,United States,IAG,KIAG,43.1072998046875,-78.9461975097656,589,-5,A,America/New_York,airport
Coulter Field,Bryan,United States,CFD,KCFD,30.7157001495,-96.3313980103,367,-6,A,America/Chicago,airport
Wright Aaf (Fort Stewart)/Midcoast Regional Airport,Wright,United States,\N,KLHW,31.88909912,-81.56230164,45,-5,A,America/New_York,airport
Newport News Williamsburg International Airport,Newport News,United States,PHF,KPHF,37.13190079,-76.49299622,42,-5,A,America/New_York,airport
Esler Regional Airport,Alexandria,United States,ESF,KESF,31.3948993683,-92.2957992554,112,-6,A,America/Chicago,airport
Altus Air Force Base,Altus,United States,LTS,KLTS,34.667098999,-99.2667007446,1382,-6,A,America/Chicago,airport
Tucson International Airport,Tucson,United States,TUS,KTUS,32.1161003112793,-110.94100189209,2643,-7,N,America/Phoenix,airport
Minot Air Force Base,Minot,United States,MIB,KMIB,48.41559982,-101.3580017,1667,-6,A,America/Chicago,airport
Beale Air Force Base,Marysville,United States,BAB,KBAB,39.136100769,-121.43699646,113,-8,A,America/Los_Angeles,airport
Greater Kankakee Airport,Kankakee,United States,IKK,KIKK,41.0713996887,-87.8462982178,630,-6,A,America/Chicago,airport
Seymour Johnson Air Force Base,Goldsboro,United States,GSB,KGSB,35.33940125,-77.96060181,109,-5,A,America/New_York,airport
Theodore Francis Green State Airport,Providence,United States,PVD,KPVD,41.7326011657715,-71.4204025268555,55,-5,A,America/New_York,airport
Salisbury Ocean City Wicomico Regional Airport,Salisbury,United States,SBY,KSBY,38.3404998779297,-75.5102996826172,52,-5,A,America/New_York,airport
Rancho Murieta Airport,Rancho Murieta,United States,RIU,KRIU,38.4868011474609,-121.102996826172,141,-8,A,America/Los_Angeles,airport
Bob Hope Airport,Burbank,United States,BUR,KBUR,34.2006988525391,-118.359001159668,778,-8,A,America/Los_Angeles,airport
Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,KDTW,42.2123985290527,-83.353401184082,645,-5,A,America/New_York,airport
Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755001068115,-82.533203125,26,-5,A,America/New_York,airport
Pembina Municipal Airport,Pembina,United States,PMB,KPMB,48.9425010681,-97.2407989502,795,-6,A,America/Chicago,airport
Polk Army Air Field,Fort Polk,United States,POE,KPOE,31.0447998,-93.1917038,330,-6,A,America/Chicago,airport
Eielson Air Force Base,Fairbanks,United States,EIL,PAEI,64.66570282,-147.102005,547,-9,A,America/Anchorage,airport
Range Regional Airport,Hibbing,United States,HIB,KHIB,47.38660049,-92.83899689,1354,-6,A,America/Chicago,airport
Angelina County Airport,Lufkin,United States,LFK,KLFK,31.2339992523,-94.75,296,-6,A,America/Chicago,airport
Midland International Airport,Midland,United States,MAF,KMAF,31.9424991607666,-102.202003479004,2871,-6,A,America/Chicago,airport
Austin Straubel International Airport,Green Bay,United States,GRB,KGRB,44.4850997924805,-88.1296005249024,695,-6,A,America/Chicago,airport
Ardmore Municipal Airport,Ardmore,United States,ADM,KADM,34.30301,-97.0196342,777,-6,A,America/Chicago,airport
Mc Guire Air Force Base,Wrightstown,United States,WRI,KWRI,40.0155983,-74.59169769,131,-5,A,America/New_York,airport
Cherry Point MCAS /Cunningham Field/,Cherry Point,United States,\N,KNKT,34.90090179,-76.88069916,29,-5,A,America/New_York,airport
Emanuel County Airport,Santa Barbara,United States,SBO,KSBO,32.6091003417969,-82.3699035644531,327,-5,A,America/New_York,airport
Augusta Regional At Bush Field,Bush Field,United States,AGS,KAGS,33.3698997497559,-81.9645004272461,144,-5,A,America/New_York,airport
Sloulin Field International Airport,Williston,United States,ISN,KISN,48.177898407,-103.641998291,1982,-6,A,America/Chicago,airport
Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,LIT,KLIT,34.7294006348,-92.2242965698,262,-6,A,America/Chicago,airport
Stewart International Airport,Newburgh,United States,SWF,KSWF,41.5041007995606,-74.1047973632813,491,-5,A,America/New_York,airport
Baudette International Airport,Baudette,United States,BDE,KBDE,48.7284011841,-94.612197876,1086,-6,A,America/Chicago,airport
Sacramento Executive Airport,Sacramento,United States,SAC,KSAC,38.5125007629,-121.492996216,24,-8,A,America/Los_Angeles,airport
Homer Airport,Homer,United States,HOM,PAHO,59.6455993652344,-151.477005004883,84,-9,A,America/Anchorage,airport
Waynesville-St. Robert Regional Forney field,Fort Leonardwood,United States,TBN,KTBN,37.74160004,-92.14070129,1159,-6,A,America/Chicago,airport
Dobbins Air Reserve Base,Marietta,United States,MGE,KMGE,33.91540146,-84.51629639,1068,-5,A,America/New_York,airport
Fairchild Air Force Base,Spokane,United States,SKA,KSKA,47.6151008606,-117.65599823,2461,-8,A,America/Los_Angeles,airport
Roscommon County - Blodgett Memorial Airport,Houghton Lake,United States,HTL,KHTL,44.359798,-84.671095,1150,-5,A,America/New_York,airport
Tyndall Air Force Base,Panama City,United States,PAM,KPAM,30.0695991516,-85.5754013062,17,-6,A,America/Chicago,airport
Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.896800994873,-97.0380020141602,607,-6,A,America/Chicago,airport
Melbourne International Airport,Melbourne,United States,MLB,KMLB,28.1028003692627,-80.6453018188477,33,-5,A,America/New_York,airport
McChord Air Force Base,Tacoma,United States,TCM,KTCM,47.1376991272,-122.475997925,322,-8,A,America/Los_Angeles,airport
Austin Bergstrom International Airport,Austin,United States,AUS,KAUS,30.1944999694824,-97.6698989868164,542,-6,A,America/Chicago,airport
Rickenbacker International Airport,Columbus,United States,LCK,KLCK,39.813801,-82.927803,744,-5,A,America/New_York,airport
Sawyer International Airport,Gwinn,United States,MQT,KSAW,46.3535995483,-87.395401001,1221,-5,A,America/New_York,airport
McGhee Tyson Airport,Knoxville,United States,TYS,KTYS,35.81100082,-83.9940033,981,-5,A,America/New_York,airport
Hood Army Air Field,Fort Hood,United States,HLR,KHLR,31.1387004852,-97.7145004272,924,-6,A,America/Chicago,airport
Lambert St Louis International Airport,St. Louis,United States,STL,KSTL,38.7486991882324,-90.370002746582,618,-6,A,America/Chicago,airport
Millville Municipal Airport,Millville,United States,MIV,KMIV,39.3678016662598,-75.0721969604492,85,-5,A,America/New_York,airport
Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,United States,SPS,KSPS,33.98880005,-98.49189758,1019,-6,A,America/Chicago,airport
Cincinnati Municipal Airport Lunken Field,Cincinnati,United States,LUK,KLUK,39.10329819,-84.41860199,483,-5,A,America/New_York,airport
Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6366996765137,-84.4281005859375,1026,-5,A,America/New_York,airport
Castle Airport,Merced,United States,MER,KMER,37.38050079,-120.5680008,191,-8,A,America/Los_Angeles,airport
